Location,MHRb
L1,28.076000000000001
L2,43891.116999999998
L3,7.4790000000000001
L4,39.981999999999999
L5,10.657
L6,30.960999999999999
L7,65746.843999999997
L8,5452.3119999999999
L9,37.796999999999997
L10,22.492999999999999
L11,15.781000000000001
L12,7580.1120000000001
L13,21.887
L14,33.401000000000003
L15,16.780999999999999
L16,72544.866999999998
