Location,MHRb
L1,31.640999999999998
L2,11652.775
L3,2.097
L4,4.9029999999999996
L5,1.954
L6,6.6820000000000004
L7,17818.171999999999
L8,0
L9,12.256
L10,9.7680000000000007
L11,4.2220000000000004
L12,1356.0309999999999
L13,15.82
L14,8.9090000000000007
L15,0
L16,11652.775
