Location,MHRb
L1,29.369
L2,34635.203000000001
L3,5.7469999999999999
L4,26.873000000000001
L5,9.9640000000000004
L6,19.443000000000001
L7,68606.085999999996
L8,4147.9269999999997
L9,41.418999999999997
L10,27.844000000000001
L11,11.242000000000001
L12,10267.146000000001
L13,17.795999999999999
L14,23.536000000000001
L15,13.138
L16,60466.491999999998
