Location,MHRb
L1,52.320999999999998
L2,42870.093999999997
L3,7.5629999999999997
L4,53.384999999999998
L5,15.597
L6,30.07
L7,69389.952999999994
L8,5829.7799999999997
L9,61.512999999999998
L10,41.613
L11,16.155999999999999
L12,11144.225
L13,32.100999999999999
L14,30.263999999999999
L15,22.405999999999999
L16,58893.542999999998
