Location,MHRb
L1,38.289999999999999
L2,38782.777000000002
L3,5.7069999999999999
L4,26.103999999999999
L5,8.1039999999999992
L6,19.204999999999998
L7,67085.141000000003
L8,3453.654
L9,40.707999999999998
L10,21.009
L11,10.119999999999999
L12,9199.1149999999998
L13,22.361000000000001
L14,23.378
L15,11.815
L16,66698.422000000006
