Location,MHRb
L1,27.625
L2,25582.351999999999
L3,2.911
L4,13.282
L5,3.0760000000000001
L6,11.724
L7,46311.18
L8,1021.717
L9,22.536000000000001
L10,12.026
L11,5.9630000000000001
L12,4171.8959999999997
L13,14.667
L14,15.244
L15,1.581
L16,46386.055
