Location,MHRb
L1,51.664999999999999
L2,43138.074000000001
L3,7.5460000000000003
L4,52.381999999999998
L5,15.445
L6,30.131
L7,71225.414000000004
L8,6064.7690000000002
L9,60.176000000000002
L10,41.207999999999998
L11,16.082000000000001
L12,11593.431
L13,31.698
L14,30.631
L15,21.984999999999999
L16,59261.68
