Location,MHRb
L1,0
L2,0
L3,0
L4,0
L5,0
L6,0
L7,583.65899999999999
L8,0
L9,0.058999999999999997
L10,0
L11,0
L12,0
L13,0
L14,0.039
L15,0
L16,1176.4179999999999
