Location,MHRb
L1,4.8499999999999996
L2,2430.0309999999999
L3,1.214
L4,4.8499999999999996
L5,0
L6,4.8499999999999996
L7,2430.0309999999999
L8,0
L9,4.8499999999999996
L10,1.214
L11,1.214
L12,1.214
L13,4.8499999999999996
L14,4.8499999999999996
L15,0
L16,2430.0309999999999
