Location,MHRb
L1,29.015000000000001
L2,3240.0100000000002
L3,0.97199999999999998
L4,14.507
L5,0
L6,2.4289999999999998
L7,6480.0190000000002
L8,0
L9,29.015000000000001
L10,9.7010000000000005
L11,0.97199999999999998
L12,9.7010000000000005
L13,14.507
L14,2.4289999999999998
L15,0
L16,3240.0100000000002
