Location,MHRb
L1,44.825000000000003
L2,47306.453000000001
L3,7.3540000000000001
L4,47.860999999999997
L5,13.811
L6,28.844000000000001
L7,84954.241999999998
L8,6508.1300000000001
L9,58.448
L10,36.847000000000001
L11,15.234
L12,12440.960999999999
L13,27.501999999999999
L14,31.117999999999999
L15,20.088000000000001
L16,78189.866999999998
